"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language"
"651","4170","Global","Fruits","APPLES","Rome"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"652","4171","Global","Fruits","APPLES","Rome"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"653","4172","Global","Fruits","APPLES","Rome"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"654","4173","Global","Fruits","APPLES","Royal Gala"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"655","4174","Global","Fruits","APPLES","Royal Gala"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"656","4176","Global","Fruits","APPLES","Southern Snap"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"657","4177","Global","Fruits","APPLES","Spartan"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"658","4178","Global","Fruits","APPLES","Spartan"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"659","4179","Global","Fruits","APPLES","Spartan"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"660","4180","Global","Fruits","APPLES","Spartan"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"661","4181","Global","Fruits","APPLES","Stayman"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"662","4182","Global","Fruits","APPLES","Sturmer Pippin"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"663","4183","Global","Fruits","APPLES","Stayman"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"664","4185","Global","Fruits","APPLES","York"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"665","4186","Global","Fruits","BANANAS","Yellow (includes Cavendish)","Small","Size: 7 ½ (19cm) maximum with pulp length measured over convex fruit surface","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"666","4187","Global","Fruits","APPLES","York"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"667","4188","Global","Fruits","NECTARINE","White Flesh, Tree Ripened, Ready-to-eat","Small","70 size and smaller","Average Fruit Weight =  less than 185g","","Prunus persica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"668","4189","Global","Fruits","APPLES","Winesap"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"669","4190","Global","Fruits","APPLES","Winesap"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"670","4191","Global","Fruits","APPLES","Winesap"," Large ","88 size and larger","Average Fruit Weight = 205g and above","Restricted for items grown in all states east of Colorado, New Mexico, Wyoming and Montana in the U.S. and east of the Ontario/Manitoba border in Canada.","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"671","4192","Global","Fruits","APPLES","Winesap"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"672","4193","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"673","4194","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"674","4195","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"675","4196","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"676","4197","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"677","4198","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"678","4199","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"679","4200","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"680","4201","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"681","4202","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"682","4203","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"683","4204","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"684","4205","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"685","4206","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"686","4207","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"687","4208","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"688","4209","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"689","4210","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"690","4211","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"691","4212","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"692","4213","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"693","4214","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"694","4215","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"695","4216","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"696","4217","Global","Fruits","APPLES","Retailer Assigned"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"697","4218","Global","Fruits","APRICOTS","Regular","Small","Less than 2-3/16 inch,Less than 55 mm Average Fruit Dimensions","","","Prunus armeniaca","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"698","4219","Global","Fruits","APRICOTS","Retailer Assigned","   All Sizes   ","","","","Prunus armeniaca","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"699","4220","Global","Fruits","ATEMOYAS","","All Sizes ","","","","Annona spp.","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"700","4221","Global","Fruits","AVOCADOS","Green"," Small  ","32 size and smaller","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Persea americana","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"701","4222","Global","Fruits","AVOCADOS","Green","  Small   ","48 size and smaller","Average Fruit Weight = less than 280g","","Persea americana","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"702","4223","Global","Fruits","AVOCADOS","Green","Large ","18 size and larger","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Persea americana","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"703","4224","Global","Fruits","AVOCADOS","Green"," Large  ","40 size and larger","Average Fruit Weight = 280g and above","","Persea americana","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"704","4225","Global","Fruits","AVOCADOS","Hass","Large","48 and 40 size","Average Fruit Weight = 190g - under 315g","","Persea americana","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"705","4226","Global","Fruits","AVOCADOS","Cocktail/Seedless","All Sizes ","","","","Musa spp.","","Approved","","","Christina D'allarco","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"706","4227","Global","Fruits","AVOCADOS","Retailer Assigned","All Sizes","","","","Persea americana","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"707","4228","Global","Fruits","AVOCADOS","Retailer Assigned","All Sizes","","","","Persea americana","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"708","4229","Global","Fruits","BANANAS","Burro","All Sizes","","","","Musa spp","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"709","4230","Global","Fruits","BANANAS","Dominique","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"710","4231","Global","Fruits","BANANAS","Green","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"711","4232","Global","Fruits","BANANAS","Leaves","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"712","4233","Global","Fruits","BANANAS","Apple/Manzano","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"713","4234","Global","Fruits","BANANAS","baby/Nino","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"714","4235","Global","Fruits","BANANAS","Plantain/Macho","  All Sizes  ","","","","Musa ssp","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"715","4236","Global","Fruits","BANANAS","Red","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"716","4237","Global","Fruits","BANANAS","Retailer Assigned","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"717","4238","Global","Fruits","BANANAS","Retailer Assigned","All Sizes","","","","Musa spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"718","4239","Global","Fruits","BERRIES","Blackberries"," All Sizes ","","","","Rubus fruticosus","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"719","4240","Global","Fruits","BERRIES","Blueberries"," All Sizes ","","","","Vaccinium spp.","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"720","4241","Global","Fruits","BERRIES","Boysenberries","All Sizes","","","","Rubus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"721","4242","Global","Fruits","BERRIES","Cranberries","  All Sizes  ","","","","Vaccinium macrocarpon","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"722","4243","Global","Fruits","BERRIES","Gooseberries"," All Sizes ","","","","Ribes uva-crispa","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"723","4244","Global","Fruits","BERRIES","Raspberries - Black","All Sizes","","","","R.occidentalis","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"724","4245","Global","Fruits","BERRIES","Raspberries - Golden","All Sizes","","","","Rubus idaeus","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"725","4246","Global","Fruits","BERRIES","Strawberries","Pint","","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"726","4247","Global","Fruits","BERRIES","Strawberries","Quart","","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"727","4248","Global","Fruits","BERRIES","Strawberries","Quart","","","","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"728","4249","Global","Fruits","BERRIES","Strawberries","Bulk 3-pack (3 pints)","","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"729","4250","Global","Fruits","BERRIES","Strawberries","Bulk 3-pack (3 pints)","","","","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"730","4251","Global","Fruits","BERRIES","Long-stemmed Strawberries","All Sizes","","","","Fragaria ananassa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"731","4252","Global","Fruits","BERRIES","Retailer Assigned"," All Sizes ","","","","Rubus spp.","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"732","4253","Global","Fruits","BERRIES","Retailer Assigned"," All Sizes ","","","","Rubus spp.","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"733","4254","Global","Fruits","BREADFRUIT","","All Sizes","","","","Artocarpus altilis","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"734","4255","Global","Fruits","CACTUS PEAR (PRICKLY PEAR)","","  All Sizes  ","","","","Opuntia spp.","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"735","4256","Global","Fruits","CARAMBOLA (STARFRUIT)","","  All Sizes  ","","","","Averrhoa carambola","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"736","4257","Global","Fruits","CHERIMOYA","","  All Sizes  ","","","","Annona cherimola","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"737","4258","Global","Fruits","CHERRIES","Golden/Rainier/White"," All Sizes ","","","","Prunus avium","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"738","4259","Global","Fruits","CHERRIES","Retailer Assigned"," All Sizes ","","","","Prunus avium","","Approved","http://","","Wendy Logan","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"739","4260","Global","Fruits","COCONUTS","In Husk/Waternut","  All Sizes  ","","","","Cocos nucifera","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"740","4261","Global","Fruits","COCONUTS","Husked"," All Sizes ","","","","Cocos nucifera","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"741","4262","Global","Fruits","COCONUTS","Retailer Assigned","All Sizes","","","","Cocos nucifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"742","4263","Global","Fruits","DATES","Fresh - Regular","All Sizes","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"743","4264","Global","Fruits","DATES","Fresh - Retailer Assigned","All Sizes","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"744","4265","Global","Fruits","FEIJOA","","All Sizes","","","","Acca sellowiana","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"745","4266","Global","Fruits","FIGS","Black"," All Sizes ","","","","Ficus carica","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"746","4267","Global","Fruits","FIGS","Brown","All Sizes","","","","Ficus carica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"747","4268","Global","Fruits","FIGS","White/Green","All Sizes","","","","Ficus carica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"748","4269","Global","Fruits","FIGS","Retailer Assigned","All Sizes","","","","Ficus carica","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"749","4270","Global","Fruits","GRAPES","Blue/Black Seeded (Ribier/Exotic/Niabel)","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"750","4271","Global","Fruits","GRAPES","Champagne","  All Sizes  ","","","","Vitis vinifera","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"751","4272","Global","Fruits","GRAPES","Concord","  All Sizes  ","","","","V.labrusca","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"752","4273","Global","Fruits","GRAPES","Red Seeded (Cardinal/Emperor/Queen/Christmas Rose)","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"753","4274","Global","Fruits","GRAPES","White/Green Seeded (All others not listed)","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"754","4275","Global","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"755","4276","Global","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"756","4277","Global","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"757","4278","Global","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"758","4279","Global","Fruits","GRAPEFRUIT","Pummelo - White"," All Sizes ","","","","C.grandis","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"759","4280","Global","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)","Small","40 size and smaller","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"760","4281","Global","Fruits","GRAPEFRUIT","Ruby/Red/Pink (ncludes Ray Ruby, Ruby, Ruby Red)","Large","32 and 36 size","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-05-01 22:00:00","","EN"
"761","4282","Global","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red)","Large","32 and 36 size","Average Fruit Dimensions = 97 - under 108mm","","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-06-01 22:00:00","","EN"
"762","4283","Global","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)","Large","36 and 32 size","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"763","4284","Global","Fruits","GRAPEFRUIT","Deep Red","Small","40 size and smaller","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"764","4285","Global","Fruits","GRAPEFRUIT","Deep Red","Small","40 size and smaller","Average Fruit Dimensions = less than 97mm","","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-06-01 22:00:00","","EN"
"765","4286","Global","Fruits","GRAPEFRUIT","Deep Red","Small","40 size and smaller","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"766","4287","Global","Fruits","GRAPEFRUIT","Deep Red","Large","32 and 36 size","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-05-01 22:00:00","","EN"
"767","4288","Global","Fruits","GRAPEFRUIT","Deep Red","Large","32 and 36 size","Average Fruit Dimensions = 97-under 108mm","","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-06-01 22:00:00","","EN"
"768","4289","Global","Fruits","GRAPEFRUIT","Deep Red","Large","36 and 32 size","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Bob Oudenaarden","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"769","4290","Global","Fruits","GRAPEFRUIT","White","Small","40 size and smaller","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"770","4291","Global","Fruits","GRAPEFRUIT","White"," Small ","40 size and smaller","Average Fruit Dimensions = less than 97mm","","Citrus paradisi","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","2002-06-01 22:00:00","","EN"
"771","4292","Global","Fruits","GRAPEFRUIT","White","Small","40 size and smaller","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"772","4293","Global","Fruits","GRAPEFRUIT","White","Large","32 and 36 size","32 and 36 size","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-05-01 22:00:00","","EN"
"773","4294","Global","Fruits","GRAPEFRUIT","White","Large","32 and 36 size","Average Fruit Dimensions = 97-under 108mm","","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","2002-06-01 22:00:00","","EN"
"774","4295","Global","Fruits","GRAPEFRUIT","White","Large","36 and 32 size","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"775","4296","Global","Fruits","GRAPEFRUIT","Retailer Assigned"," All Sizes ","","","","Citrus paradisi","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"776","4297","Global","Fruits","GRAPEFRUIT","Retailer Assigned"," All Sizes ","","","","Citrus paradisi","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"777","4298","Global","Fruits","GRAPEFRUIT","Retailer Assigned"," All Sizes ","","","","Citrus paradisi","","Approved","http://","","Vicki Bonvetti","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"778","4299","Global","Fruits","GUAVA","","  All Sizes  ","","","","Psidium guajava","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"779","4300","Global","Fruits","HOMLI FRUIT","","All Sizes","","","","","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"780","4301","Global","Fruits","KIWIFRUIT","Retailer Assigned","All Sizes","","","","Actinidia deliciosa","","Approved","","","Webmaster2015","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
"781","4302","Global","Fruits","KIWANO (HORNED MELON)",""," All Sizes ","","","","Cucumis metuliferus","","Approved","http://","","Vincent Huston","2023-12-19 19:08:56","1999-12-30 23:00:00","","EN"
