"id","Plu","Type","Category","Commodity","Variety","Size","Measures_na","Measures_row","Restrictions","Botanical","Aka","Status","Link","Notes","Updated_by","Updated_at","Created_at","Deleted_at","Language"
"1","3000","Global","Fruits","APPLES","Alkmene","All Sizes","","","","Malus domestica","","Approved","http://","","Netsetters Admin","2024-02-02 19:50:24","1999-12-30 23:00:00","","EN"
"2","3001","Global","Fruits","APPLES","Aurora/Southern Rose","Small","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2024-02-02 19:50:51","1999-12-30 23:00:00","","EN"
"3","3002","Global","Fruits","APPLES","Cantared","All Sizes","","","","Malus domestica","","Approved","http://","","Wendy Logan","2024-02-08 16:08:54","1999-12-30 23:00:00","","EN"
"4","3003","Global","Fruits","APPLES","D'Estivale"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"5","3004","Global","Fruits","APPLES","Discovery","     All Sizes     ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"6","3005","Global","Fruits","APPLES","Golden Delicious Blush"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"7","3006","Global","Fruits","APPLES","Ingrid Marie","  All Sizes  ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"8","3007","Global","Fruits","APPLES","Lochbuie"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"9","3008","Global","Fruits","APPLES","Rubinette"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"10","3009","Global","Fruits","APPLES","Russet"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"11","3010","Global","Fruits","APPLES","Cripps Red","Small","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","JOYA, Sundowner","Approved","http://","","Wendy Logan","2024-12-10 15:54:24","1999-12-30 23:00:00","","EN"
"12","3011","Global","Fruits","APPLES","Worcester"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"13","3012","Global","Fruits","PEARS","Abate Fetel","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"14","3013","Global","Fruits","PEARS","Beurre Hardy","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"15","3014","Global","Fruits","PEARS","Bon Rouge","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"16","3015","Global","Fruits","PEARS","Clara Friis","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"17","3016","Global","Fruits","PEARS","Concorde","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"18","3017","Global","Fruits","PEARS","Conference","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"19","3018","Global","Fruits","PEARS","Durondeau","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"20","3019","Global","Fruits","PEARS","Flamingo","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"21","3020","Global","Fruits","PEARS","General Leclerc","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"22","3021","Global","Fruits","PEARS","Guyot","All Sizes","","","","Pyrus spp.","","Approved","","","Netsetters Admin","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"23","3022","Global","Fruits","PEARS","Josephine","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"24","3023","Global","Fruits","PEARS","Passe Crassane","Small","110 size and smaller","Average Fruit Weight = less than 180g","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"25","3024","Global","Fruits","PEARS","Rocha","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"26","3025","Global","Fruits","PEARS","Rosemarie","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"27","3026","Global","Fruits","PEARS","Triumph de Vienne","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"28","3027","Global","Fruits","ORANGES","Shamouti","All Sizes","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"29","3028","Global","Fruits","ORANGES","Delta Seedless","Small","113 and smaller","Average Fruit Dimensions = less than 66mm","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"30","3029","Global","Fruits","TANGERINES/MANDARINS","Satsuma","All Sizes","","","This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.","Citrus unshiu","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"31","3030","Global","Fruits","TANGERINES/MANDARINS","Nova (includes Clemenvilla, Suntina)","All Sizes","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"32","3031","Global","Fruits","TANGERINES/MANDARINS","Jamaican Tangor (includes Ortanique, Mandor, Mandora, Tambor, Topaz, Ortanline)","All Sizes","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"33","3032","Global","Fruits","TANGERINES/MANDARINS","Ellendale","All Sizes","","","This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"34","3033","Global","Fruits","MELON","Charentais","Small","","Average Fruit Weight =  less than 625g","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"35","3034","Global","Fruits","MELON","Charentais","Large","","Average Fruit Weight =  625g and above","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"36","3035","Global","Fruits","NECTARINE","White Flesh, Tree Ripened, Ready-to-eat","Large","66 size and larger","Average Fruit Weight =  185g and above","","Prunus persica","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"37","3036","Global","Fruits","ORANGES","Midknight","Small","113 size and smaller","Average Fruit Dimensions = less than 66mm","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"38","3037","Global","Fruits","PINEAPPLE","Queen","All Sizes","","","Sizes for pineapple based on 5-7 count = large size; 8-10 count = small size","Ananas comosus","","Approved","","","Webmaster2015","2025-05-27 14:24:14","1999-12-30 23:00:00","","EN"
"39","3038","Global","Fruits","PASSION FRUIT","Granadilla, Orange","All Sizes","","","","Passiflorae.var. flavicarpa","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"40","3039","Global","Fruits","PHYSALIS/CAPE GOOSEBERRY/GROUND CHERRY","","All Sizes","","","","Physalis spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"41","3040","Global","Fruits","PITAHAYA","Red (skin color)","All Sizes","","","","Hylocereus lindatus","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"42","3041","Global","Fruits","RAMBUTAN","","All Sizes","","","","Nephelium lappaceum","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"43","3042","Global","Fruits","MANGOSTEEN","","All Sizes","","","","Garcinia mangostana","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"44","3043","Global","Fruits","GRAPES","Italia, Seeded","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"45","3044","Global","Fruits","APRICOTS","Black Velvet"," All Sizes ","","","","Prunus armeniaca","","Approved","http://","","Wendy Logan","2023-12-19 19:08:54","2006-11-14 23:00:00","","EN"
"46","3045","Global","Fruits","DATES","Fresh, On Branch","All Sizes","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"47","3046","Global","Fruits","DATES","Fresh, Frozen","All Sizes","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"48","3047","Global","Fruits","DATES","Medjool","All Sizes","","","","Phoenix dactylifera","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"49","3048","Global","Vegetables","BEANS","Helda/Flat","All Sizes","","","","Phaseolus vulgaris","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"50","3049","Global","Vegetables","BEANS","Fine","All Sizes","","","","Phaseolus vulgaris","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"51","3050","Global","Vegetables","CABBAGE","Dutch White/Winter White","All Sizes","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"52","3051","Global","Vegetables","CABBAGE","Spring Cabbage/Spring Greens","All Sizes","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"53","3052","Global","Vegetables","GARLIC","String","All Sizes","","","","Allium sativum","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"54","3053","Global","Vegetables","PARSNIP","Baby","All Sizes","","","","Pastinaca sativa","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"55","3054","Global","Vegetables","PEPPERS (CAPSICUMS)","Elongated (Clovis Red/Lamuyo Red)","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"56","3055","Global","Vegetables","PEPPERS (CAPSICUMS)","Elongated (Clovis Green/Lamuyo Green)","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"57","3056","Global","Vegetables","PEPPERS (CAPSICUMS)","Elongated (Clovis Yellow/Lamuyo Yellow)","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"58","3057","Global","Vegetables","PEPPERS (CAPSICUMS)","Elongated (Clovis Orange/Lamuyo Orange)","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"59","3058","Global","Vegetables","PEPPERS (CAPSICUMS)","Elongated (Clovis White/Lamuyo White)","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"60","3059","Global","Vegetables","SQUASH","Crown Prince","All Sizes","","","","C.maxima","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"61","3060","Global","Vegetables","SQUASH","Vegetable Marrow","All Sizes","","","","C.pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"62","3061","Global","Vegetables","TOMATOES","Beef/Beefsteak","All Sizes","","","","Lycopersicon esculenta","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"63","3062","Global","Herbs","BAY LEAVES","","All Sizes ","","","","Laurus nobilis","","Approved","","","Christina D'allarco","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"64","3063","Global","Herbs","FENNEL LEAVES","","All Sizes","","","","Foeniculum vulgare","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"65","3064","Global","Herbs","ALOE VERA LEAVES","","All Sizes","","","","Aloe Vera","","Approved","","","Webmaster2015","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"66","3065","Global","Fruits","APPLES","Cameo"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"67","3066","Global","Fruits","APPLES","Cameo"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:54","1999-12-30 23:00:00","","EN"
"68","3067","Global","Fruits","APPLES","Swiss Gourmet"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"69","3068","Global","Fruits","APPLES","Swiss Gourmet"," Large ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"70","3069","Global","Fruits","APPLES","Gravenstein, Red"," Small ","100 size and smaller","Average Fruit Weight = less than 205g","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"71","3070","Global","Fruits","APPLES","Gravenstein, Red","  Large  ","88 size and larger","Average Fruit Weight = 205g and above","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"72","3071","Global","Fruits","APPLES","Granny Smith, Red"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"73","3072","Global","Fruits","APPLES","Lady"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"74","3073","Global","Fruits","APPLES","Macoun"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"75","3074","Global","Fruits","APPLES","Greening (RI)"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"76","3075","Global","Fruits","APPLES","Baldwin"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"77","3076","Global","Fruits","APPLES","Melrose"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"78","3077","Global","Fruits","APPLES","Northern Spy"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"79","3078","Global","Fruits","APPLES","Liberty"," All Sizes ","","","","Malus domestica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"80","3079","Global","Vegetables","ASPARAGUS","Purple","All Sizes","","","This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.","Asparagus officinalis","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"81","3080","Global","Fruits","AVOCADOS","Pinkerton","All Sizes","","","","Persea americana","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"82","3081","Global","Fruits","BERRIES","Saskatoon","All Sizes","","","","Amelanchier alnifolia","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"83","3082","Global","Vegetables","BROCCOLI","Crowns","All Sizes","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"84","3083","Global","Vegetables","BRUSSELS SPROUTS","Stalk","All Sizes","","","","Brassica olerace","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"85","3084","Global","Herbs","CHERVIL","","All Sizes","","","","Anthriscus cerefolium","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"86","3085","Global","Vegetables","CORN","Indian, Decorative","Large","","","","Zea mays","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"87","3086","Global","Vegetables","CORN","Indian. Decorative","Mini","","","","Zea mays","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"88","3087","Global","Vegetables","CORN","Indian, Strawberry","All Sizes","","","","Zea mays","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"89","3088","Global","Fruits","CURRANTS","Red","All Sizes","","","","Ribes sativum","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"90","3089","Global","Vegetables","EGGPLANT (AUBERGINE)","Chinese","All Sizes","","","","Solanum melongena","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"91","3090","Global","Vegetables","EGGPLANT (AUBERGINE)","Thai","All Sizes","","","","Solanum melongena","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"92","3091","Global","Vegetables","GOBO ROOT/BURDOCK","","All Sizes","","","","Arctium lappa","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"93","3092","Global","Fruits","GRAPEFRUIT","OroBlanco/Sweetie","All Sizes","","","","Citrus paradisi","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"94","3093","Global","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"95","3094","Global","Fruits","GRAPES","Retailer Assigned","All Sizes","","","","Vitis vinifera","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"96","3095","Global","Vegetables","KALE","Multicolor","All Sizes","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2003-10-28 23:00:00","","EN"
"97","3096","Global","Vegetables","KOHLRABI","Purple/Red/All Other Colors","All Sizes","","","","Brassica oleracea","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"98","3097","Global","Vegetables","LETTUCE","Romaine, Red","All Sizes","","","","Lactuca sativa","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"99","3098","Global","Vegetables","LETTUCE","Boston, Red","All Sizes","","","","Lactuca sativa","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"100","3099","Global","Vegetables","LOTUS ROOT","","All Sizes","","","","Nelumbo nucifera","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"101","3100","Global","Fruits","MELON","Gold Honeydew","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"102","3101","Global","Fruits","MELON","Piel de Sapo","All Sizes","","","","Cucumis melo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"103","3102","Global","Vegetables","MUSHROOMS","Morel","All Sizes ","","","","Morchella angusticeps","","Approved","","","Christina D'allarco","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"104","3103","Global","Vegetables","MUSHROOMS","Enoki","All Sizes","","","","Flammulina velutipe","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"105","3104","Global","Fruits","APPLES","RoHo 3615","All Sizes","","","","Malus domestica","Evelina® is a registered trademark of certain RoHo 3615 apples","Approved","http://","","Netsetters Admin","2025-02-25 20:28:03","2012-12-10 23:00:00","","EN"
"106","3105","Global","Nuts","CASHEWS","","All Sizes","","","","Anacardium occidental","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"107","3106","Global","Nuts","MACADAMIA","","All Sizes","","","","Macadamia integrifolia","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"108","3107","Global","Fruits","ORANGES","Navel","Medium","88/72 size","Average Fruit Dimensions = 66mm - under 84mm","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"109","3108","Global","Fruits","ORANGES","Valencia","Medium","88/72 size","Average Fruit Dimensions = 66mm - under 84mm","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"110","3109","Global","Fruits","ORANGES","Seville (Marmalade type)","All Sizes","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"111","3110","Global","Fruits","ORANGES","Navel, Cara Cara (Red)","All Sizes","","","","Citrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"112","3111","Global","Fruits","PAPAYA/PAWPAW","Red-Fleshed (Solo Sunrise)","All Sizes","","","","Carica papaya","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"113","3112","Global","Fruits","PAPAYA/PAWPAW","Meridol","All Sizes","","","","Carica papaya","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"114","3113","Global","Fruits","PEACHES","Flat White Flesh (Saturn type)"," All Sizes ","","","","Prunus persica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","2008-11-25 23:00:00","","EN"
"115","3114","Global","Fruits","MANGO","Green","Extra Large","7 size and larger","","","Magnifera Indica","Keitt and Francis varieties","Approved","","","Vicki Bonvetti","2023-12-19 19:08:55","2008-11-25 23:00:00","","EN"
"116","3115","Global","Fruits","PEACHES","Flat Yellow Flesh"," All Sizes ","","","","Prunus persica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","2008-11-25 23:00:00","","EN"
"117","3116","Global","Fruits","PEACHES","Yellow Flesh (Tree Ripened/Ready-to-eat)"," Small ","70 size and smaller","Average Fruit Weight =  less than 185g","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Prunus persica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"118","3117","Global","Fruits","PEACHES","Yellow Flesh (Tree Ripened/Ready-to-eat)"," Large ","66 size and larger","Average Fruit Weight =  185g and above","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","Prunus persica","","Approved","http://","","Wendy Logan","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"119","3118","Global","Fruits","PEARS","Starkrimson","All Sizes","","","","Pyrus spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"120","3119","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Greenhouse - Green","Small","med. size and smaller","Min diameter less than 65mm","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"121","3120","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Greenhouse - Green","Large","large size and larger","Min diameter 65mm and above","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"122","3121","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Greenhouse - Orange","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"123","3122","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Greenhouse - White","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"124","3123","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Greenhouse - Brown","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"125","3124","Global","Vegetables","PEPPERS (CAPSICUMS)","Bell, Greenhouse - Purple","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"126","3125","Global","Vegetables","PEPPERS (CAPSICUMS)","Habanero","All Sizes","","","","Capsicum spp.","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"127","3126","Global","Fruits","PLUMCOT (INTERSPECIFIC PLUM)","Retailer Assigned","All Sizes","","","","Prunus armeniaca hybrid","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2008-06-02 22:00:00","","EN"
"128","3127","Global","Fruits","POMEGRANATE","","Medium","30 to 36 size","Average Fruit Dimensions = 3.375 - 3.875 inch","","Punica granatum","","Approved","","","Webmaster2015","2023-12-19 19:08:55","2007-10-29 23:00:00","","EN"
"129","3129","Global","Fruits","GRAPEFRUIT","Pummelo - Red","All Sizes","","","","C.grandis","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"130","3130","Global","Vegetables","PUMPKIN","Jumbo","All Sizes","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"131","3131","Global","Vegetables","PUMPKIN","Decorative (Painted)","All Sizes","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"132","3132","Global","Vegetables","PUMPKIN","White","All Sizes","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"133","3133","Global","Vegetables","PUMPKIN","White - Mini","All Sizes","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"134","3134","Global","Vegetables","PUMPKIN","Pie Pumpkin","All Sizes","","","","Cucurbita pepo","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"135","3135","Global","Vegetables","GOURD","Ornamental","All Sizes","","","","Trichosarthes cucumerina","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"136","3136","Global","Fruits","SAPODILLO/NISPERO","","All Sizes","","","","Manilkara zapote","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"137","3137","Global","Fruits","SAPOTE","White","All Sizes","","","","Casimiroa edulis","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"138","3138","Global","Fruits","SAPOTE","Black","All Sizes","","","","Diospyros digyna","","Approved","","","Webmaster2015","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
"139","3139","Global","Herbs","SAVORY","","All Sizes ","","","","Satureja spp.","","Approved","","","Christina D'allarco","2023-12-19 19:08:55","1999-12-30 23:00:00","","EN"
